URL,URL Length,Dot Count,Hyphen Count,Uses HTTPS,Domain Length,Path Length,Query Length,Domain Age (days),Label
http://hyasozozadr5hdg.ygto.com/sitemap_44959.xml,49,3,0,0,24,18,0,,1
https://www.conectaw.com.br/planos.php,38,4,0,1,19,11,0,,0
https://amazomdsfhsdgfhjxx.xyz/,31,1,0,1,22,1,0,,1
https://www.hc-labo.co.jp/pdf_nav/namemeaning_3/,48,3,1,1,17,23,0,,0
https://www.iksoris.pl/nasze-realizacje.html,44,3,1,1,14,22,0,,0
https://paypal.me.holdpaystatic.shop/connexion,46,3,0,1,28,10,0,,1
http://bit.do/dhl-expres,24,1,1,0,6,11,0,,1
https://www.zzsol.cz/nase-sluzby/projekty,41,2,1,1,12,21,0,,0
https://you-speak.com.ua/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyigJNUHgvHFCdgJHVIFcdRXDftc,104,3,1,1,16,11,68,,1
https://bravobeveiliging-my.sharepoint.com/personal/r_bouman_bravobeveiliging_nl/_layouts/15/doc.aspx?sourcedoc={b08d0520-a8dd-42bb-9835-d7443040243b}&amp;action=default&amp;slrid=970f5c9f-603c-1000-27b6-96f2f0a5205c&amp;originalpath=ahr0chm6ly9icmf2b2jldmvpbglnaw5nlw15lnnoyxjlcg9pbnquy29tlzpvoi9nl3blcnnvbmfsl3jfym91bwfux2jyyxzvymv2zwlsawdpbmdfbmwvrwlbrmpirgrxthrdburywfjeqkfkrhncagzsmzdlvxnnvunhy01nt3hjvfjhqt9ydgltzt1oa05tru1judjfzw&amp;cid=8b514f7f-072b-4d49-87f3-f1ff2f7c26f7,481,3,13,1,34,59,379,,1
https://www.val-gardena.net/it/_islink.asp?url=26102549657133712.jijid.yoga,75,5,1,1,19,15,32,,1
http://11z673.moneyfat.link/apmix,33,2,0,0,20,6,0,,1
https://www.ambenv.com/wp-json/,31,2,1,1,14,9,0,,0
http://www.knowawareness.com/xx/,32,2,0,0,21,4,0,,1
https://httpsmail.klikbsi.id/,29,2,0,1,20,1,0,,1
http://freebonus-pp.operex.ga/login.php,39,3,1,0,22,10,0,,1
https://www.yarnet.ru/fun/,26,2,0,1,13,5,0,,0
https://www.uchimura.co.jp/en/products/,39,3,0,1,18,13,0,,0
https://copyrightsfb-qerwjh6xs.msfiles.ir/connect.html?timelimit=f234622761cd591df424f2c12e6ad687,97,3,1,1,33,13,42,,1
https://decor-art.sk/modules/log/a532f,38,1,1,1,12,18,0,,1
https://www.gracenote.com/video/streaming-video-suite/,54,2,2,1,17,29,0,,0
https://compactsigns.ml/suerccdash1/wi0n2i=/jbhogi=/wy5yzc=/,60,1,0,1,15,37,0,,1
http://loginame.info/,21,1,0,0,13,1,0,,1
https://www.techquadrat.at/karriere-chance/,43,2,1,1,18,17,0,,0
https://www.uniworld.com/,25,2,0,1,16,1,0,,0
https://ijutybfvfevdb.ga/CC_POSTALE/f2afd/,42,1,0,1,16,18,0,,1
https://www.ub.edu.ar/,22,3,0,1,13,1,0,,0
http://hostpoint.ch.gbp-events.com.prunauneau.fr/943070958193827623/,68,5,1,0,41,20,0,,1
https://luminumsolucoes.com.br/nmkkjhfgfghdggsty/view/login.php?userid=,71,3,0,1,22,33,7,,1
http://nocontent-vvvppxqo.velocityhub.com/nextVRF.html?location=daf4d2ee5de9d0ed690b2501992d5764,96,3,1,0,34,13,41,,1
http://sssilkplaster.in/cxpsufirde.html?jHBFdXEaZsXDFCYGvbHUbNIJnnOnOnJIuhBgvvgfcfxdSEzXrdFCgvHBGVfcD,101,2,0,0,16,16,61,,1
https://authenticate-nipponamazon-app.ni-ku.info/r/118HBML,58,2,3,1,40,10,0,,1
https://docomo.ne.mnjp.xyz,26,3,0,1,18,0,0,,1
https://secure-ssl-cdn.com/8a96ac49096e7577005090e85067a8df434fbcd4/mon,71,1,2,1,18,45,0,,1
http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com_,109,4,1,0,21,61,19,,1
https://docs.google.com/forms/d/e/1FAIpQLSel0WzlUSRy5Yq7D5GuYeKTGE6eCIY12-8pYpvhFYihnkOQ8g/viewform,99,2,1,1,15,76,0,,1
https://www.flattownmusic.com/swamp-gold-series/,48,2,2,1,21,19,0,,0
https://docs.google.com/forms/d/e/1FAIpQLSfvqkHdUtQiMzGQ1xtWF9XS-F5YDlpvFN88tAxmZPL18TgAJw/viewform?usp=send_form,113,2,1,1,15,76,13,,1
https://dronesforhumanity.co.ke/v4/dir/2022/oma21/002/excelz/bizmail.php,72,3,0,1,23,41,0,,1
https://www.ritmoshoes.it/,26,2,0,1,17,1,0,,0
https://www.lbp-certicodeplus.uneedonline.info/postale-v2(1)/,61,3,2,1,38,15,0,,1
https://www.pwcs.com.au/community-environment/community-relationships/,70,3,2,1,15,47,0,,0
http://www.michiganlegalhelp.org/,33,2,0,0,25,1,0,,0
https://durafast.shoplo.com,27,2,0,1,19,0,0,,1
https://norwayposten.blogspot.com/2021/02/blog-post.html,56,3,1,1,25,23,0,,1
http://newonline-restrict-payee.com/lloyds,42,1,2,0,28,7,0,,1
http://vod.reliableiptv.com/images/spl_schedules/280c70ab3f667603ed6d97e63e2f96c8/index.php?27cd90f98bf77250b3b0e96298cf5853?dispatch=S1Hpom1UoLjsiXzFgRDFCoW8VyRXTSYLTFbi1ccqXvTgttWKkA,184,3,0,0,20,64,92,,1
http://xqr3n.mjt.lu/lnk/AMUAAIywLv0AAAAAAAAAAACryCIAAAAAFKUAAAAAABaYWQBf013r_n-bytrwQca_GRBY_sm9iwAWPsQ/2/oxJAtG2e_XvGrFF9fjjQgg/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA,159,2,1,0,12,140,0,,1
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAa__QtvBaJUNVZaMTFCVlQ4Q0YxM05PMkVWTllIMzdNWC4u,132,3,0,1,16,24,83,,1
https://3deya6i.blob.core.windows.net/hjvhvh/AbV.html,53,5,0,1,29,16,0,,1
https://www.bilkom.com.tr/apple-ailesi/,39,3,1,1,17,14,0,,0
http://qwikkar.com/connect/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php,85,6,0,0,11,67,0,,1
https://www.emasis.com/news,27,2,0,1,14,5,0,,0
http://ecure.runescape.com-tp.ru/,33,3,1,0,25,1,0,,1
https://www.commucon.com/products.html,38,3,0,1,16,14,0,,0
https://www.cesra.de/feed/,26,2,0,1,12,6,0,,0
https://phogovip.vn/.well-known/.ssl/ID3/user/id-78737327/seguranca-online/?hash=beard49@prepaidlegal.com,105,4,3,1,11,56,29,,1
https://www.justanotherhost.net/products/seo,44,2,0,1,23,13,0,,0
https://www.ainedter.com/,25,2,0,1,16,1,0,,0
https://www.smartmatic.com/about/,33,2,0,1,18,7,0,,0
https://www.drapervalleyfarms.com/brands/roxy-the-organic-chicken/,66,2,3,1,25,33,0,,0
https://www.contractleasing.net/fleet-services/fleet-consulting/,64,2,2,1,23,33,0,,0
https://www.petesfresh.com/newsletter,37,2,0,1,18,11,0,,0
https://www.vima.fi/,20,2,0,1,11,1,0,,0
https://www.bluegrasscellular.com/phones.html,45,3,0,1,25,12,0,,0
https://www.tsra.org/wp-content/uploads/2019/11/Restrictions.pdf,64,3,1,1,12,44,0,,0
https://www.oplax.fi/varastolavat/,34,2,0,1,12,14,0,,0
https://services.runescape.com-vzla.ru/m=weblogin/loginform146728915151257412167,80,3,1,1,30,42,0,,1
https://royalmail.parcel-redelivery-attemp-ref018.com/banks/online.citi.eu/,75,4,3,1,45,22,0,,1
https://www.visitjacksonville.com/food-drink/,45,2,1,1,25,12,0,,0
https://www.brif.kz/nazvanie-zapisi-2/,38,2,2,1,11,19,0,,0
https://www.ysura.com/de/media,30,2,0,1,13,9,0,,0
https://www.ufgca.com/,22,2,0,1,13,1,0,,0
https://www.winevalleylodge.com/index.html,42,3,0,1,23,11,0,,0
https://www.hops.hr/vijesti/dan-planeta-zemlje,46,2,2,1,11,27,0,,0
http://www.royalclients-connect.com/6500/,41,2,1,0,28,6,0,,1
https://www.ruemmelebau.com/bauen/referenzen/,45,2,0,1,19,18,0,,0
https://www.ankenyfirst.org/employment-first.htm,48,3,1,1,19,21,0,,0
https://i-readycentral.com/familycenter/,40,1,1,1,18,14,0,,0
https://jalargabustyus.ml/Notification_help.html,48,2,0,1,17,23,0,,1
https://www.groja.de/produkte/grojaliving/vorgartenzaeune,57,2,0,1,12,37,0,,0
https://www.urc.com.ph/,23,3,0,1,14,1,0,,0
https://www.bmsoft.de/leistungen/it-service-support/it-service-berlin/,70,2,4,1,13,49,0,,0
https://www.quantumvd.com.au/contact.html,41,4,0,1,20,13,0,,0
https://www.malayan.com/news,28,2,0,1,15,5,0,,0
http://180.215.201.123/,23,3,0,0,15,1,0,,1
https://freebie.es/a/,21,1,0,1,10,3,0,,1
https://www.cameron.edu/press-releases,38,2,1,1,15,15,0,,0
https://www.merca.cl/proyecto/daniela-ropert/,45,2,1,1,12,25,0,,0
https://ritaspizzaportsmouth.com/log-in-account-service/SMS/US,62,1,3,1,24,30,0,,1
https://rakuten.email-fukuske4.tokyo/404.html,45,3,1,1,28,9,0,,1
https://www.facethemusicblues.com/leadership-development,56,2,1,1,25,23,0,,0
https://www.117.ne.jp/service/option/virtualdomain/,51,3,0,1,13,30,0,,0
https://rebrand.ly/anky8gs,26,1,0,1,10,8,0,,1
https://www.matyska.cz/internetove-obchody,42,2,1,1,14,20,0,,0
http://www.cmdcario.com.br/files/pagina/imagenes/comun2008/banca-en-linea-personas.html,87,4,3,0,19,61,0,,1
https://www.raisaenergy.com/faqs-and-glossary,45,2,2,1,19,18,0,,0
http://demo.samretpechfinance.com/wp-includes/SimplePie/Content/Alphean/,72,2,1,0,26,39,0,,1
http://www.linkedin.com/company/crown-point-solutions,53,2,2,0,16,30,0,,0
https://facebook-login.tbit.vn/,31,2,1,1,22,1,0,,1
https://www.drlaurapetvet.com/veterinary-services,49,2,1,1,21,20,0,,0
http://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php?email=,78,3,3,0,31,33,6,,1
